#LHGenome	RHGenome	k	Sketchsize	Mash	Dashing1	TrueJI	TrueWJI	SS8Bytes	SS2Bytes	SS1Byte	SSNibble	MH8Bytes	MH4Bytes	MH2Bytes	MH1Byte	MHNibble
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_011319365.1_ASM1131936v1_genomic.fna.gz	17	256	0.0	0.0435102	0.0	0.0	0.0	0.0	0.006408453	0.0	0.0	0.0	0.0	0.0	0.033333335
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_011319365.1_ASM1131936v1_genomic.fna.gz	17	512	0.0	0.0288611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_011319365.1_ASM1131936v1_genomic.fna.gz	17	1024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01081574	0.0	0.0	0.0009613184	0.0	0.067708336
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_011319365.1_ASM1131936v1_genomic.fna.gz	17	2048	0.0	0.0	0.0	0.0	0.0	0.0	0.00015223026	0.000116705894	0.0	0.0	0.0	0.0	0.0
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_011319365.1_ASM1131936v1_genomic.fna.gz	17	4096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00882353	0.013802083
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_011319365.1_ASM1131936v1_genomic.fna.gz	17	8192	0.0	0.000276123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006127451	0.031640626
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_011319365.1_ASM1131936v1_genomic.fna.gz	17	16384	0.0	0.0128183	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.019140625
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_000803625.1_ASM80362v1_genomic.fna.gz	17	256	0.0	0.0	0.00011708505	0.00011593544	0.0	0.0	0.0	0.011680722	0.0	0.0	0.0	0.0	0.083333336
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_000803625.1_ASM80362v1_genomic.fna.gz	17	512	0.0	0.000791455	0.00011708505	0.00011593544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
../../../data/newnewref/./bacteria/GCF_000287295.1_ASM28729v1_genomic.fna.gz	../../../data/newnewref/./bacteria/GCF_000803625.1_ASM80362v1_genomic.fna.gz	17	1024	0.0	0.0	0.00011708505	0.00011593544	0.0	0.0	0.0	0.0058436394	0.0	0.0	0.0	0.0009803922	0.061458334
