#Tool	k	numregs	regsize	nthreads	sketchtime	disttime
D2FSS-bin-0.5	31	256	0.5	96	3044.5883487053216	125.39415642619133
D2FSS-bin-1	31	256	1	96	2113.2037621960044	236.20708525553346
D2FSS-bin-2	31	256	2	96	2380.975326281041	131.36523950845003
D2FSS-bin-4	31	256	4	96	2287.605833183974	124.08231856673956
D2FSS-bin-8	31	256	8	96	2042.260286591947	64.16684610024095
D2FSS-txt-0.5	31	256	0.5	96	4356.261833831668	273.1056631170213
D2FSS-txt-1	31	256	1	96	4082.3951960019767	325.4655121602118
D2FSS-txt-2	31	256	2	96	3785.3164140172303	210.24435206875205
D2FSS-txt-4	31	256	4	96	3493.2190761342645	219.45729664713144
D2FSS-txt-8	31	256	8	96	3227.143369346857	161.30063910409808
D2OP-bin-0.5	31	256	0.5	96	1823.847516734153	150.7774177212268
D2OP-bin-1	31	256	1	96	1650.3318267948925	128.96296427212656
D2OP-bin-2	31	256	2	96	1383.9228150118142	129.75326336547732
D2OP-bin-4	31	256	4	96	1093.944619519636	124.19695134460926
D2OP-bin-8	31	256	8	96	834.8735274672508	61.15034298598766
D2OP-txt-0.5	31	256	0.5	96	3208.332763519138	244.06270156800747
D2OP-txt-1	31	256	1	96	3182.050968857482	289.3140006195754
D2OP-txt-2	31	256	2	96	2512.4109957311302	214.0918946247548
D2OP-txt-4	31	256	4	96	2231.385562222451	230.41838726773858
D2OP-txt-8	31	256	8	96	1983.4129678718746	170.51150932349265
Dashing1-bin	31	256	1	96	537.6035369671881	494.9569965787232
Dashing1-txt	31	256	1	96	1792.6788072027266	2870.2958989962935
PMH-bin-0.5-500000	31	256	0.5	96	1907.1618965789676	138.83543016016483
PMH-bin-1-500000	31	256	1	96	1783.663259088993	158.91432698443532
PMH-bin-2-500000	31	256	2	96	1718.8948331028223	154.2293355539441
PMH-bin-4-500000	31	256	4	96	1645.680171854794	151.64471589028835
PMH-bin-8-500000	31	256	8	96	1549.4038868397474	79.68745716661215
PMH-txt-0.5-500000	31	256	0.5	96	2208.869661655277	237.92759007960558
PMH-txt-1-500000	31	256	1	96	2436.9019730873406	287.8984926789999
PMH-txt-2-500000	31	256	2	96	2373.551715962589	221.3466857932508
PMH-txt-4-500000	31	256	4	96	2126.886124420911	249.87030224874616
PMH-txt-8-500000	31	256	8	96	2005.5448328219354	176.99351777136326
Bindash-0.5	31	256	0.5	272	5972.188374973834	531.1009752564132
Bindash-1	31	256	1	272	6006.767442855984	528.4247041791677
Bindash-2	31	256	2	272	5999.681444786489	525.2855563126504
Bindash-4	31	256	4	272	5983.936448916793	522.3265697881579
Bindash-8	31	256	8	272	5992.838459458202	518.0276482366025
D2FSS-bin-0.5	31	256	0.5	272	2406.1225257366896	350.6517738364637
D2FSS-bin-1	31	256	1	272	2511.3302300795913	374.4639365784824
D2FSS-bin-2	31	256	2	272	2396.703579928726	368.20030972361565
D2FSS-bin-4	31	256	4	272	2444.3223547786474	345.42068948969245
D2FSS-bin-8	31	256	8	272	2754.453887782991	236.50194366276264
Mash	31	256	8	272	6294.970141872764	12979.965330462903
PMH-bin-0.5-2500000	31	256	0.5	272	4007.1482979469	319.8078630939126
PMH-bin-0.5-500000	31	256	0.5	272	3661.9990303702652	289.03718519210815
PMH-bin-1-2500000	31	256	1	272	4019.124469745904	1325.229905653745
PMH-bin-1-500000	31	256	1	272	3668.3068696781993	312.07914412021637
PMH-bin-1-500000	31	256	1	272	3691.5438206270337	475.65680880844593
PMH-bin-2-2500000	31	256	2	272	4012.9093630835414	337.13252759352326
PMH-bin-2-500000	31	256	2	272	3672.7277964018285	403.2172608971596
PMH-bin-2-500000	31	256	2	272	3679.5778574831784	356.9381444826722
PMH-bin-4-2500000	31	256	4	272	4045.0490533187985	275.79836862906814
PMH-bin-4-500000	31	256	4	272	3661.125537008047	1449.519498936832
PMH-bin-4-500000	31	256	4	272	3693.987366322428	1304.7786758169532
PMH-bin-8-2500000	31	256	8	272	4020.9855630919337	191.3914532251656
PMH-bin-8-500000	31	256	8	272	3665.6579527258873	247.74681756272912
PMH-bin-8-500000	31	256	8	272	3679.5746572352946	238.8250232860446
PMH-txt-2-500000	31	256	2	272	3699.8593862354755	562.5295550264418
PMH-txt-4-500000	31	256	4	272	3696.1549603417516	645.9960142113268
PMH-txt-8-500000	31	256	8	272	3667.3105799667537	548.0249599143863
Dashing1-bin	31	512	1	96	1397.8667813418433	577.1465730927885
Dashing1-txt	31	512	1	96	5680.92711802572	3069.805205607787
Mash	31	512	8	96	2354.5192096512765	2843.832827007398
PMH-bin-0.5-2500000	31	512	0.5	96	3008.56374797225	247.78227324411273
PMH-bin-0.5-5000000	31	512	0.5	96	2811.301090929657	148.37410268187523
PMH-bin-0.5-500000	31	512	0.5	96	2094.932649563998	276.63944463804364
PMH-bin-1-2500000	31	512	1	96	2965.5174927674234	248.11699833348393
PMH-bin-1-5000000	31	512	1	96	3263.770462937653	135.10849175974727
PMH-bin-1-500000	31	512	1	96	1961.5192384421825	249.17755844816566
PMH-bin-2-2500000	31	512	2	96	2909.5181603357196	231.17502485960722
PMH-bin-2-5000000	31	512	2	96	2699.587875895202	128.95090404897928
PMH-bin-2-500000	31	512	2	96	5163.679246000946	342.50792958959937
PMH-bin-4-2500000	31	512	4	96	3056.5333653353155	252.87608387693763
PMH-bin-4-5000000	31	512	4	96	2583.483509350568	169.48653633892536
PMH-bin-4-500000	31	512	4	96	5845.007194530219	975.617269307375
PMH-bin-8-2500000	31	512	8	96	2944.4008906520903	175.83601431176066
PMH-bin-8-5000000	31	512	8	96	2468.61321990937	100.51622765511274
PMH-bin-8-500000	31	512	8	96	1624.2378826588392	248.65674499422312
PMH-txt-0.5-5000000	31	512	0.5	96	3150.6820867322385	234.8048467449844
PMH-txt-0.5-500000	31	512	0.5	96	1979.7348602116108	401.0617979131639
PMH-txt-1-5000000	31	512	1	96	2951.2188394106925	260.5491739027202
PMH-txt-1-500000	31	512	1	96	2454.549382582307	530.195464361459
PMH-txt-2-5000000	31	512	2	96	3006.5350159592927	201.14110701531172
PMH-txt-2-500000	31	512	2	96	2332.277098979801	315.6012561954558
PMH-txt-4-2500000	31	512	4	96	3701.551399409771	323.73752166330814
PMH-txt-4-5000000	31	512	4	96	2875.0017025470734	226.15767551586032
PMH-txt-4-500000	31	512	4	96	2191.450650151819	440.40580627694726
PMH-txt-8-2500000	31	512	8	96	3152.2787572965026	202.10864366963506
PMH-txt-8-5000000	31	512	8	96	3104.0801149383187	249.72201386094093
PMH-txt-8-500000	31	512	8	96	2380.8955473303795	184.93009287118912
Bindash-0.5	31	512	0.5	272	6021.425617046654	700.8065579608083
Bindash-1	31	512	1	272	5995.686733331531	700.3508582226932
Bindash-2	31	512	2	272	6019.046824287623	696.6743914783001
Bindash-4	31	512	4	272	6019.518839329481	694.3006878010929
Bindash-8	31	512	8	272	6044.8707726188	700.0976206436753
PMH-bin-0.5-2500000	31	512	0.5	272	4038.0131325535476	530.0755905844271
PMH-bin-0.5-5000000	31	512	0.5	272	4158.083110217005	339.9907444268465
PMH-bin-0.5-500000	31	512	0.5	272	3665.827466873452	278.54974707588553
PMH-bin-1-2500000	31	512	1	272	4013.912442751229	406.4503336325288
PMH-bin-1-5000000	31	512	1	272	4157.198940210044	470.06866731494665
PMH-bin-1-5000000	31	512	1	272	4185.645428817719	349.7397285439074
PMH-bin-1-500000	31	512	1	272	3661.1705983169377	287.71001753024757
PMH-bin-2-2500000	31	512	2	272	5332.363036360592	826.094014134258
PMH-bin-2-5000000	31	512	2	272	4169.15185591951	423.40044919773936
PMH-bin-2-5000000	31	512	2	272	4174.386787377298	365.44149212911725
PMH-bin-2-500000	31	512	2	272	3682.289496636018	307.33201338350773
PMH-bin-4-2500000	31	512	4	272	5736.4097410701215	4336.154507804662
PMH-bin-4-5000000	31	512	4	272	4216.838103013113	436.8080969620496
PMH-bin-4-5000000	31	512	4	272	4254.3573545105755	320.34767720103264
PMH-bin-4-500000	31	512	4	272	3674.3104296587408	282.57308876141906
PMH-bin-8-2500000	31	512	8	272	4086.976482000202	246.79428171738982
PMH-bin-8-5000000	31	512	8	272	4170.0345656611025	746.5988629385829
PMH-bin-8-5000000	31	512	8	272	4193.6519189924	249.48966576159
PMH-bin-8-500000	31	512	8	272	3679.9574028626084	217.96410810761154
PMH-txt-2-2500000	31	512	2	272	4141.87003794685	673.2137081883848
PMH-txt-2-5000000	31	512	2	272	4658.014473706484	549.5371924117208
PMH-txt-4-2500000	31	512	4	272	4042.4091186858714	679.5489999130368
PMH-txt-4-5000000	31	512	4	272	4547.7215624675155	613.0315414629877
PMH-txt-4-500000	31	512	4	272	3690.0880664139986	664.1122208945453
PMH-txt-8-2500000	31	512	8	272	4053.024233814329	409.1488828808069
PMH-txt-8-5000000	31	512	8	272	4203.198248974979	389.2683096155524
PMH-txt-8-500000	31	512	8	272	3666.441977620125	424.2169790454209
Dashing1-bin	31	1024	1	96	6840.1153737884015	964.0725779421628
Dashing1-bin	31	1024	1	96	6840.1153737884015	964.0725779421628
Dashing1-txt	31	1024	1	96	4358.262601567432	5199.8729440793395
Dashing1-txt	31	1024	1	96	4358.262601567432	5199.8729440793395
PMH-bin-0.5-5000000	31	1024	0.5	96	3218.8617980778217	160.16909993998706
PMH-bin-0.5-5000000	31	1024	0.5	96	3218.8617980778217	160.16909993998706
PMH-bin-0.5-500000	31	1024	0.5	96	1957.4988788366318	136.47263819351792
PMH-bin-0.5-500000	31	1024	0.5	96	1957.4988788366318	136.47263819351792
PMH-bin-1-5000000	31	1024	1	96	2897.7463304512203	164.75203543156385
PMH-bin-1-5000000	31	1024	1	96	2897.7463304512203	164.75203543156385
PMH-bin-1-500000	31	1024	1	96	1957.15146522969	179.63002532720566
PMH-bin-1-500000	31	1024	1	96	1957.15146522969	179.63002532720566
PMH-bin-2-5000000	31	1024	2	96	2978.0654175318778	163.933622373268
PMH-bin-2-5000000	31	1024	2	96	2978.0654175318778	163.933622373268
PMH-bin-2-500000	31	1024	2	96	1805.8136782310903	198.94445065036416
PMH-bin-2-500000	31	1024	2	96	1805.8136782310903	198.94445065036416
PMH-bin-4-5000000	31	1024	4	96	2751.75383464247	201.23545186966658
PMH-bin-4-5000000	31	1024	4	96	2751.75383464247	201.23545186966658
PMH-bin-4-500000	31	1024	4	96	1708.8764347545803	220.97527964785695
PMH-bin-4-500000	31	1024	4	96	1708.8764347545803	220.97527964785695
PMH-bin-8-5000000	31	1024	8	96	2643.47450164333	172.60237767361104
PMH-bin-8-5000000	31	1024	8	96	2643.47450164333	172.60237767361104
PMH-bin-8-500000	31	1024	8	96	1599.1916857622564	174.50333166494966
PMH-bin-8-500000	31	1024	8	96	1599.1916857622564	174.50333166494966
PMH-txt-0.5-5000000	31	1024	0.5	96	2984.02701244317	223.53640363179147
PMH-txt-0.5-5000000	31	1024	0.5	96	2984.02701244317	223.53640363179147
PMH-txt-0.5-500000	31	1024	0.5	96	2146.144480507821	224.94794077053666
PMH-txt-0.5-500000	31	1024	0.5	96	2146.144480507821	224.94794077053666
PMH-txt-1-5000000	31	1024	1	96	3032.8636634964496	284.26916958764195
PMH-txt-1-5000000	31	1024	1	96	3032.8636634964496	284.26916958764195
PMH-txt-1-500000	31	1024	1	96	2411.9906709119678	299.0383346863091
PMH-txt-1-500000	31	1024	1	96	2411.9906709119678	299.0383346863091
PMH-txt-2-5000000	31	1024	2	96	3113.640100346878	261.2310835123062
PMH-txt-2-5000000	31	1024	2	96	3113.640100346878	261.2310835123062
PMH-txt-2-500000	31	1024	2	96	2578.0536103248596	258.6538796424866
PMH-txt-2-500000	31	1024	2	96	2578.0536103248596	258.6538796424866
PMH-txt-4-5000000	31	1024	4	96	2989.0217073056847	330.342336198315
PMH-txt-4-5000000	31	1024	4	96	2989.0217073056847	330.342336198315
PMH-txt-4-500000	31	1024	4	96	2129.3907317705452	346.7509802542627
PMH-txt-4-500000	31	1024	4	96	2129.3907317705452	346.7509802542627
PMH-txt-8-5000000	31	1024	8	96	3306.875630889088	489.06565873511136
PMH-txt-8-5000000	31	1024	8	96	3306.875630889088	489.06565873511136
PMH-txt-8-500000	31	1024	8	96	2019.2922030873597	370.91496945917606
PMH-txt-8-500000	31	1024	8	96	2019.2922030873597	370.91496945917606
Bindash-0.5	31	1024	0.5	272	6010.642833549529	832.3479399457574
Bindash-0.5	31	1024	0.5	272	6010.642833549529	832.3479399457574
Bindash-1	31	1024	1	272	6028.085384536535	832.5566965602338
Bindash-1	31	1024	1	272	6028.085384536535	832.5566965602338
Bindash-2	31	1024	2	272	6022.030839432031	833.6088230535388
Bindash-2	31	1024	2	272	6022.030839432031	833.6088230535388
Bindash-4	31	1024	4	272	6029.144811563194	834.8172547630966
Bindash-4	31	1024	4	272	6029.144811563194	834.8172547630966
Bindash-8	31	1024	8	272	6019.218503266573	843.6240183971822
Bindash-8	31	1024	8	272	6019.218503266573	843.6240183971822
D2FSS-bin-0.5	31	1024	0.5	272	2399.6737889908254	320.37938729301095
D2FSS-bin-0.5	31	1024	0.5	272	2399.6737889908254	320.37938729301095
D2FSS-bin-1	31	1024	1	272	2395.5232245251536	376.7069335989654
D2FSS-bin-1	31	1024	1	272	2395.5232245251536	376.7069335989654
D2FSS-bin-2	31	1024	2	272	2548.211182549596	360.12744208052754
D2FSS-bin-2	31	1024	2	272	2548.211182549596	360.12744208052754
D2FSS-bin-4	31	1024	4	272	2522.8913984932005	329.9018560051918
D2FSS-bin-4	31	1024	4	272	2522.8913984932005	329.9018560051918
D2FSS-bin-8	31	1024	8	272	2520.145346071571	222.82978389412165
D2FSS-bin-8	31	1024	8	272	2520.145346071571	222.82978389412165
D2FSS-txt-8	31	1024	8	272	2400.5687651485205	432.40624215081334
D2FSS-txt-8	31	1024	8	272	2400.5687651485205	432.40624215081334
D2OP-bin-0.5	31	1024	0.5	272	2392.33813085407	358.28232354298234
D2OP-bin-0.5	31	1024	0.5	272	2392.33813085407	358.28232354298234
D2OP-bin-1	31	1024	1	272	2395.065719883889	310.16569087281823
D2OP-bin-1	31	1024	1	272	2395.065719883889	310.16569087281823
D2OP-bin-2	31	1024	2	272	2391.4241195358336	339.06360768154263
D2OP-bin-2	31	1024	2	272	2391.4241195358336	339.06360768154263
D2OP-bin-4	31	1024	4	272	2399.411308262497	327.6331846527755
D2OP-bin-4	31	1024	4	272	2399.411308262497	327.6331846527755
D2OP-bin-8	31	1024	8	272	2400.7518383413553	223.48322644084692
D2OP-bin-8	31	1024	8	272	2400.7518383413553	223.48322644084692
D2OP-txt-4	31	1024	4	272	2412.0845685191453	623.5117283798754
D2OP-txt-4	31	1024	4	272	2412.0845685191453	623.5117283798754
D2OP-txt-8	31	1024	8	272	2391.0195032432675	508.9677998572588
D2OP-txt-8	31	1024	8	272	2391.0195032432675	508.9677998572588
Mash	31	1024	8	272	6286.792732458562	15708.965114057064
Mash	31	1024	8	272	6286.792732458562	15708.965114057064
PMH-bin-0.5-2500000	31	1024	0.5	272	4040.3597496785223	368.7387882731855
PMH-bin-0.5-2500000	31	1024	0.5	272	4040.3597496785223	368.7387882731855
PMH-bin-0.5-500000	31	1024	0.5	272	3677.4616208449006	476.20062539726496
PMH-bin-0.5-500000	31	1024	0.5	272	3677.4616208449006	476.20062539726496
PMH-bin-0.5-500000	31	1024	0.5	272	3681.344470523298	312.8645567111671
PMH-bin-0.5-500000	31	1024	0.5	272	3681.344470523298	312.8645567111671
PMH-bin-1-2500000	31	1024	1	272	4037.0136464238167	373.65538803115487
PMH-bin-1-2500000	31	1024	1	272	4037.0136464238167	373.65538803115487
PMH-bin-1-5000000	31	1024	1	272	4182.498502744362	377.129453163594
PMH-bin-1-5000000	31	1024	1	272	4182.498502744362	377.129453163594
PMH-bin-1-500000	31	1024	1	272	3680.8355402201414	457.1735345944762
PMH-bin-1-500000	31	1024	1	272	3680.8355402201414	457.1735345944762
PMH-bin-1-500000	31	1024	1	272	3696.3831405714154	324.21075251698494
PMH-bin-1-500000	31	1024	1	272	3696.3831405714154	324.21075251698494
PMH-bin-2-2500000	31	1024	2	272	4045.5812922380865	377.2111398689449
PMH-bin-2-2500000	31	1024	2	272	4045.5812922380865	377.2111398689449
PMH-bin-2-2500000	31	1024	2	272	4340.703469313681	489.5108624882996
PMH-bin-2-2500000	31	1024	2	272	4340.703469313681	489.5108624882996
PMH-bin-2-5000000	31	1024	2	272	4163.865596426651	380.9234212320298
PMH-bin-2-5000000	31	1024	2	272	4163.865596426651	380.9234212320298
PMH-bin-2-500000	31	1024	2	272	3684.028894264251	462.99422386288643
PMH-bin-2-500000	31	1024	2	272	3684.028894264251	462.99422386288643
PMH-bin-2-500000	31	1024	2	272	3700.1121038235724	367.43256590142846
PMH-bin-2-500000	31	1024	2	272	3700.1121038235724	367.43256590142846
PMH-bin-4-2500000	31	1024	4	272	4065.80060159415	378.16985419020057
PMH-bin-4-2500000	31	1024	4	272	4065.80060159415	378.16985419020057
PMH-bin-4-2500000	31	1024	4	272	4341.930260926485	492.3424499593675
PMH-bin-4-2500000	31	1024	4	272	4341.930260926485	492.3424499593675
PMH-bin-4-5000000	31	1024	4	272	4142.305782077834	381.74479294009507
PMH-bin-4-5000000	31	1024	4	272	4142.305782077834	381.74479294009507
PMH-bin-4-500000	31	1024	4	272	3685.8790494017303	443.40384032949805
PMH-bin-4-500000	31	1024	4	272	3685.8790494017303	443.40384032949805
PMH-bin-4-500000	31	1024	4	272	3686.2545362897217	335.29939018934965
PMH-bin-4-500000	31	1024	4	272	3686.2545362897217	335.29939018934965
PMH-bin-8-2500000	31	1024	8	272	4056.4933923333883	224.8536375053227
PMH-bin-8-2500000	31	1024	8	272	4056.4933923333883	224.8536375053227
PMH-bin-8-2500000	31	1024	8	272	4266.345563158393	300.82376828044653
PMH-bin-8-2500000	31	1024	8	272	4266.345563158393	300.82376828044653
PMH-bin-8-5000000	31	1024	8	272	4172.024766739458	278.26509849727154
PMH-bin-8-5000000	31	1024	8	272	4172.024766739458	278.26509849727154
PMH-bin-8-500000	31	1024	8	272	3699.5421102680266	822.8620255403221
PMH-bin-8-500000	31	1024	8	272	3699.5421102680266	822.8620255403221
PMH-bin-8-500000	31	1024	8	272	3708.9963942468166	243.03509990498424
PMH-bin-8-500000	31	1024	8	272	3708.9963942468166	243.03509990498424
PMH-txt-2-500000	31	1024	2	272	3692.020838301629	722.3168625123799
PMH-txt-2-500000	31	1024	2	272	3692.020838301629	722.3168625123799
PMH-txt-4-500000	31	1024	4	272	3703.8985710181296	721.458317913115
PMH-txt-4-500000	31	1024	4	272	3703.8985710181296	721.458317913115
PMH-txt-4-500000	31	1024	4	272	3719.611655034125	666.0508778095245
PMH-txt-4-500000	31	1024	4	272	3719.611655034125	666.0508778095245
PMH-txt-8-2500000	31	1024	8	272	4036.4922123514116	488.6214951649308
PMH-txt-8-2500000	31	1024	8	272	4036.4922123514116	488.6214951649308
PMH-txt-8-500000	31	1024	8	272	3685.275179579854	457.31216025725007
PMH-txt-8-500000	31	1024	8	272	3685.275179579854	457.31216025725007
PMH-txt-8-500000	31	1024	8	272	3687.7300366945565	478.45643477514386
PMH-txt-8-500000	31	1024	8	272	3687.7300366945565	478.45643477514386
D2OP-bin-0.5	31	2048	0.5	96	2772.431006643921	171.93453308194876
D2OP-bin-0.5	31	2048	0.5	96	2772.431006643921	171.93453308194876
D2OP-bin-1	31	2048	1	96	2471.67136644572	294.1080390252173
D2OP-bin-1	31	2048	1	96	2471.67136644572	294.1080390252173
D2OP-bin-2	31	2048	2	96	2045.3744210265577	372.2713866047561
D2OP-bin-2	31	2048	2	96	2045.3744210265577	372.2713866047561
D2OP-bin-4	31	2048	4	96	1771.4603664129972	488.401398781687
D2OP-bin-4	31	2048	4	96	1771.4603664129972	488.401398781687
D2OP-bin-8	31	2048	8	96	1526.5829506330192	592.7153168804944
D2OP-bin-8	31	2048	8	96	1526.5829506330192	592.7153168804944
D2OP-txt-4	31	2048	4	96	3279.6567094400525	753.274033382535
D2OP-txt-4	31	2048	4	96	3279.6567094400525	753.274033382535
D2OP-txt-8	31	2048	8	96	2687.256559636444	1155.726680073887
D2OP-txt-8	31	2048	8	96	2687.256559636444	1155.726680073887
Dashing1-bin	31	2048	1	96	514.9087504222989	1145.0204816386104
Dashing1-bin	31	2048	1	96	514.9087504222989	1145.0204816386104
Dashing1-txt	31	2048	1	96	1718.4493232108653	2912.057610683143
Dashing1-txt	31	2048	1	96	1718.4493232108653	2912.057610683143
